"Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","rpt_dt"
"Alabama","US","2020-04-12 23:18:15",32.3182,-86.9023,3563,93,NA,3470,1,75.98802021,21583,437,2.610159978,84000001,"USA",460.3001516,12.26494527,2020-04-12
"Alaska","US","2020-04-12 23:18:15",61.3707,-152.4044,272,8,66,264,2,45.50404936,8038,31,2.941176471,84000002,"USA",1344.711576,11.39705882,2020-04-12
"Arizona","US","2020-04-12 23:18:15",33.7298,-111.4312,3542,115,NA,3427,4,48.66242224,42109,NA,3.246753247,84000004,"USA",578.5222863,NA,2020-04-12
"Arkansas","US","2020-04-12 23:18:15",34.9697,-92.3731,1280,27,367,1253,5,49.43942261,19722,130,2.109375,84000005,"USA",761.7533537,10.15625,2020-04-12
"California","US","2020-04-12 23:18:15",36.1162,-119.6816,22795,640,NA,22155,6,58.13772584,190328,5234,2.81202018,84000006,"USA",485.4238685,22.9611757,2020-04-12
"Colorado","US","2020-04-12 23:18:15",39.0598,-105.3111,7307,289,NA,7018,8,128.943729,34873,1376,3.955111537,84000008,"USA",615.3899908,18.8312577,2020-04-12
"Connecticut","US","2020-04-12 23:18:15",41.5978,-72.7554,12035,554,NA,11481,9,337.5604825,41220,1654,4.603240548,84000009,"USA",1156.148159,13.74324886,2020-04-12
"Delaware","US","2020-04-12 23:18:15",39.3185,-75.5071,1625,35,191,1590,10,166.8782169,11103,190,2.153846154,84000010,"USA",1140.214672,11.69230769,2020-04-12
"Diamond Princess","US","2020-04-12 23:18:15",NA,NA,49,0,0,49,888,NA,NA,NA,0,84088888,"USA",NA,NA,2020-04-12
"District of Columbia","US","2020-04-12 23:18:15",38.8974,-77.0268,1875,50,493,1825,11,265.6751905,10640,NA,2.666666667,84000011,"USA",1507.618148,NA,2020-04-12
"Florida","US","2020-04-12 23:18:15",27.7663,-81.6868,19895,461,NA,19434,12,93.70022691,182753,2772,2.317165117,84000012,"USA",860.7186513,13.93314903,2020-04-12
"Georgia","US","2020-04-12 23:18:15",33.0406,-83.6431,12452,433,NA,12019,13,122.8081405,54453,2505,3.477353036,84000013,"USA",537.0439828,20.11725024,2020-04-12
"Grand Princess","US","2020-04-12 23:18:15",NA,NA,103,0,0,103,999,NA,NA,NA,0,84099999,"USA",NA,NA,2020-04-12
"Guam","US","2020-04-12 23:18:15",13.4443,144.7937,133,5,58,128,66,80.98447899,826,13,3.759398496,316,"GUM",502.9562379,9.77443609,2020-04-12
"Hawaii","US","2020-04-12 23:18:15",21.0943,-157.4983,499,9,300,490,15,35.24543964,17968,44,1.803607214,84000015,"USA",1269.118355,8.817635271,2020-04-12
"Idaho","US","2020-04-12 23:18:15",44.2405,-114.4788,1407,27,NA,1380,16,87.36433536,14308,131,1.918976546,84000016,"USA",888.4214004,9.310589908,2020-04-12
"Illinois","US","2020-04-12 23:18:15",40.3495,-88.9861,20852,720,NA,20132,17,177.6807818,100735,3680,3.452906196,84000017,"USA",858.3672336,17.64818722,2020-04-12
"Indiana","US","2020-04-12 23:18:15",39.8494,-86.2583,7928,343,NA,7585,18,121.1492553,42489,NA,4.326437941,84000018,"USA",649.2823801,NA,2020-04-12
"Iowa","US","2020-04-12 23:18:15",42.0115,-93.2105,1587,41,674,1546,19,60.55603952,17592,129,2.583490863,84000019,"USA",671.2677046,8.128544423,2020-04-12
"Kansas","US","2020-04-12 23:18:15",38.5266,-96.7265,1344,56,NA,1288,20,55.11612114,13253,298,4.166666667,84000020,"USA",543.4925249,22.17261905,2020-04-12
"Kentucky","US","2020-04-12 23:18:15",37.6681,-84.6701,1963,97,464,1866,21,57.34228025,24567,459,4.9414162,84000021,"USA",717.6402439,23.38257769,2020-04-12
"Louisiana","US","2020-04-12 23:18:15",31.1695,-91.8678,20595,840,NA,19755,22,447.9836494,104045,2084,4.078659869,84000022,"USA",2263.19295,10.11896091,2020-04-12
"Maine","US","2020-04-12 23:18:15",44.6939,-69.3819,633,19,266,614,23,53.91795272,6721,120,3.001579779,84000023,"USA",572.4842974,18.95734597,2020-04-12
"Maryland","US","2020-04-12 23:18:15",39.0639,-76.8021,8225,236,456,7989,24,138.3903145,49764,1860,2.869300912,84000024,"USA",837.3076732,22.61398176,2020-04-12
"Massachusetts","US","2020-04-12 23:18:15",42.2302,-71.5301,25475,756,NA,24719,25,371.1516059,116730,2235,2.967615309,84000025,"USA",1700.668379,8.773307164,2020-04-12
"Michigan","US","2020-04-12 23:18:15",43.3266,-84.5361,24244,1479,433,22765,26,304.2953668,79437,3636,6.100478469,84000026,"USA",997.0430232,14.99752516,2020-04-12
"Minnesota","US","2020-04-12 23:18:15",45.6945,-93.9002,1621,70,842,1551,27,32.77100367,37421,361,4.318322023,84000027,"USA",756.5229662,22.27020358,2020-04-12
"Mississippi","US","2020-04-12 23:18:15",32.7416,-89.6787,2781,96,NA,2685,28,96.05534114,21413,548,3.451995685,84000028,"USA",739.6019489,19.70514204,2020-04-12
"Missouri","US","2020-04-12 23:18:15",38.4561,-92.2884,4269,118,NA,4151,29,72.85659283,45200,988,2.764113375,84000029,"USA",771.4026695,23.14359335,2020-04-12
"Montana","US","2020-04-12 23:18:15",46.9219,-110.4544,387,6,169,381,30,44.68889256,8913,47,1.550387597,84000030,"USA",1029.230231,12.14470284,2020-04-12
"Nebraska","US","2020-04-12 23:18:15",41.1254,-98.2681,791,17,NA,774,31,51.85960275,10691,NA,2.149178255,84000031,"USA",700.924163,NA,2020-04-12
"Nevada","US","2020-04-12 23:18:15",38.3135,-117.0554,2836,112,NA,2724,32,94.01010443,24611,282,3.94922426,84000032,"USA",815.8260508,9.943582511,2020-04-12
"New Hampshire","US","2020-04-12 23:18:15",43.4525,-71.5639,929,23,236,906,33,69.94702398,10925,146,2.475780409,84000033,"USA",822.5739902,15.71582347,2020-04-12
"New Jersey","US","2020-04-12 23:18:15",40.2989,-74.521,61850,2350,NA,59500,34,696.3372772,126735,7604,3.799514956,84000034,"USA",1426.844055,12.29426031,2020-04-12
"New Mexico","US","2020-04-12 23:18:15",34.8405,-106.2485,1245,26,235,1219,35,74.66119111,28692,78,2.088353414,84000035,"USA",1720.625619,6.265060241,2020-04-12
"New York","US","2020-04-12 23:18:15",42.1657,-74.9481,189033,9385,23887,179648,36,1121.124012,461601,42594,4.964741606,84000036,"USA",2737.680538,22.53257368,2020-04-12
"North Carolina","US","2020-04-12 23:18:15",35.6301,-79.8064,4570,89,NA,4481,37,46.07841902,62139,331,1.947483589,84000037,"USA",626.5354222,7.242888403,2020-04-12
"North Dakota","US","2020-04-12 23:18:15",47.5289,-99.784,308,7,121,301,38,50.79004911,10350,39,2.272727273,84000038,"USA",1706.743533,12.66233766,2020-04-12
"Ohio","US","2020-04-12 23:18:15",40.3888,-82.7649,6604,253,NA,6351,39,59.10222609,63243,1948,3.831011508,84000039,"USA",565.9906245,29.49727438,2020-04-12
"Oklahoma","US","2020-04-12 23:18:15",35.5653,-96.9289,1970,96,865,1874,40,53.85995428,22760,446,4.873096447,84000040,"USA",622.2601824,22.63959391,2020-04-12
"Oregon","US","2020-04-12 23:18:15",44.572,-122.0709,1527,52,NA,1475,41,38.1076067,29758,359,3.405370007,84000041,"USA",742.6366471,23.51015062,2020-04-12
"Pennsylvania","US","2020-04-12 23:18:15",40.5908,-77.2098,22938,557,NA,22381,42,182.2284446,124890,2097,2.428284942,84000042,"USA",992.175013,9.142035051,2020-04-12
"Puerto Rico","US","2020-04-12 23:18:15",18.2208,-66.5901,897,44,NA,853,72,30.57876709,6716,NA,4.905239688,630,"PRI",228.9487177,NA,2020-04-12
"Rhode Island","US","2020-04-12 23:18:15",41.6809,-71.5118,2665,63,35,2602,44,251.5667464,20350,201,2.363977486,84000044,"USA",1920.969339,7.542213884,2020-04-12
"South Carolina","US","2020-04-12 23:18:15",33.8569,-80.945,3320,82,NA,3238,45,65.87334263,31425,496,2.469879518,84000045,"USA",623.5149976,14.93975904,2020-04-12
"South Dakota","US","2020-04-12 23:18:15",44.2998,-99.4388,730,6,197,724,46,99.19933903,8553,43,0.821917808,84000046,"USA",1162.262941,5.890410959,2020-04-12
"Tennessee","US","2020-04-12 23:18:15",35.7478,-86.6923,5508,106,1504,5402,47,83.90037425,70677,567,1.924473493,84000047,"USA",1076.584377,10.29411765,2020-04-12
"Texas","US","2020-04-12 23:18:15",31.0545,-97.5635,13677,283,2014,13394,48,59.50516088,124533,1338,2.069167215,84000048,"USA",541.811523,9.782847116,2020-04-12
"Utah","US","2020-04-12 23:18:15",40.15,-111.8624,2303,18,NA,2285,49,80.3592053,44234,195,0.781589231,84000049,"USA",1543.468991,8.467216674,2020-04-12
"Vermont","US","2020-04-12 23:18:15",44.0459,-72.7107,727,27,15,700,50,119.0649715,9841,34,3.71389271,84000050,"USA",1611.717172,4.676753783,2020-04-12
"Virginia","US","2020-04-12 23:18:15",37.7693,-78.17,5274,141,NA,5133,51,66.69845192,39985,751,2.673492605,84000051,"USA",505.6764505,14.23966629,2020-04-12
"Washington","US","2020-04-12 23:18:15",47.4009,-121.4905,10609,506,NA,10103,53,140.5276682,93615,642,4.7695353,84000053,"USA",1240.031828,6.051465737,2020-04-12
"West Virginia","US","2020-04-12 23:18:15",38.4912,-80.9545,593,6,83,587,54,44.82244115,16257,81,1.011804384,84000054,"USA",1228.800044,13.65935919,2020-04-12
"Wisconsin","US","2020-04-12 23:18:15",44.2685,-89.6165,3341,144,NA,3197,55,64.56573888,39257,974,4.3100868,84000055,"USA",758.6522632,29.15294822,2020-04-12
"Wyoming","US","2020-04-12 23:18:15",42.756,-107.3025,270,0,137,270,56,54.29973453,5459,40,0,84000056,"USA",1097.860188,14.81481481,2020-04-12
"American Samoa","US","",-14.271,-170.1322,0,0,NA,0,60,0,3,NA,NA,16,"ASM",5.391707554,NA,2020-04-12
"Northern Mariana Islands","US","2020-04-12 23:18:15",15.0979,145.6739,11,2,NA,9,69,19.9477731,38,NA,18.18181818,580,"MNP",68.9104889,NA,2020-04-12
"Recovered","US","",NA,NA,0,0,32988,-32988,NA,NA,NA,NA,NA,84070001,"USA",NA,NA,2020-04-12
"Virgin Islands","US","",18.3358,-64.8963,51,1,43,50,NA,47.54446806,350,3,1.960784314,850,"VIR",326.2855651,5.882352941,2020-04-12
"Alabama","US","2020-04-13 23:07:54",32.3182,-86.9023,3734,99,NA,3635,1,79.6349333329352,29182,457,2.65131226566685,84000001,"USA",622.363852308976,12.2388859132298,2020-04-13
"Alaska","US","2020-04-13 23:07:54",61.3707,-152.4044,277,8,85,269,2,46.3405208540709,7830,32,2.88808664259928,84000002,"USA",1309.91436204828,11.5523465703971,2020-04-13
"American Samoa","US","",-14.271,-170.132,0,0,NA,NA,60,0,3,NA,NA,16,"ASM",5.39170755378228,NA,2020-04-13
"Arizona","US","2020-04-13 23:07:54",33.7298,-111.4312,3705,122,NA,3583,4,50.901827890822,43347,525,3.29284750337382,84000004,"USA",595.530778295131,14.17004048583,2020-04-13
"Arkansas","US","2020-04-13 23:07:54",34.9697,-92.3731,1410,29,391,1381,5,54.4606139681046,20804,130,2.05673758865248,84000005,"USA",803.545115597481,9.21985815602837,2020-04-13
"California","US","2020-04-13 23:07:54",36.1162,-119.6816,23931,714,NA,23217,6,61.0350479052821,190882,3015,2.98775646650788,84000006,"USA",486.836823127159,12.5987213238059,2020-04-13
"Colorado","US","2020-04-13 23:07:54",39.0598,-105.3111,7691,306,NA,7385,8,135.720024641717,37534,1472,3.97867637498375,84000008,"USA",662.347601729579,19.1392536731244,2020-04-13
"Connecticut","US","2020-04-13 23:07:54",41.5978,-72.7554,13381,602,NA,12779,9,375.313403941955,44309,1760,4.49891637396308,84000009,"USA",1242.78914993379,13.1529781032808,2020-04-13
"Delaware","US","2020-04-13 23:07:54",39.3185,-75.5071,1758,41,213,1717,10,180.536557112401,11820,201,2.33219567690557,84000010,"USA",1213.84647614822,11.4334470989761,2020-04-13
"Diamond Princess","US","2020-04-13 23:07:54",NA,NA,49,0,0,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA,2020-04-13
"District of Columbia","US","2020-04-13 23:07:54",38.8974,-77.0268,1955,52,507,1903,11,277.010665264846,10934,295,2.65984654731458,84000011,"USA",1549.27601739429,15.0895140664962,2020-04-13
"Florida","US","2020-04-14 00:42:00",27.7663,-81.6868,21019,499,NA,122520,12,579.38719345143,196207,2833,0.405628398865216,84000012,"USA",924.083459185368,2.30289630057146,2020-04-13
"Georgia","US","2020-04-13 23:07:54",33.0406,-83.6431,13315,465,NA,12850,13,131.319498119858,57021,2589,3.49230191513331,84000013,"USA",562.370942718169,19.4442358242584,2020-04-13
"Grand Princess","US","2020-04-13 23:07:54",NA,NA,103,0,0,103,99999,NA,NA,NA,0,84099999,"USA",NA,NA,2020-04-13
"Guam","US","2020-04-13 23:07:54",13.4443,144.7937,133,5,58,128,66,80.9844789897034,905,12,3.7593984962406,316,"GUM",551.059800644222,9.02255639097744,2020-04-13
"Hawaii","US","2020-04-13 23:07:54",21.0943,-157.4983,504,9,310,495,15,35.5986003534432,18844,44,1.78571428571429,84000015,"USA",1330.99211321485,8.73015873015873,2020-04-13
"Idaho","US","2020-04-13 23:07:54",44.2405,-114.4788,1426,27,NA,1399,16,88.5440953941547,14881,132,1.89340813464236,84000016,"USA",924.000479355131,9.25666199158485,2020-04-13
"Illinois","US","2020-04-13 23:07:54",40.3495,-88.9861,22025,798,NA,21227,17,187.675964856834,105768,3680,3.62315550510783,84000017,"USA",901.253641361073,16.7082860385925,2020-04-13
"Indiana","US","2020-04-13 23:07:54",39.8494,-86.2583,8359,350,NA,8009,18,127.735447190202,44539,NA,4.18710372054073,84000018,"USA",680.608814739133,NA,2020-04-13
"Iowa","US","2020-04-13 23:07:54",42.0115,-93.2105,1710,41,741,1669,19,65.249418765046,18696,142,2.39766081871345,84000019,"USA",713.393645164503,8.30409356725146,2020-04-13
"Kansas","US","2020-04-13 23:07:54",38.5266,-96.7265,1390,62,NA,1328,20,57.0025359977166,13864,309,4.46043165467626,84000020,"USA",568.549035303844,22.2302158273381,2020-04-13
"Kentucky","US","2020-04-13 23:07:54",37.6681,-84.6701,2018,113,607,1905,21,58.9489157109377,25866,667,5.599603567889,84000021,"USA",755.586052417797,33.0525272547076,2020-04-13
"Louisiana","US","2020-04-13 23:07:54",31.1695,-91.8678,21016,884,NA,20132,22,457.141266135133,108091,2134,4.20631899505139,84000022,"USA",2351.20177949242,10.1541682527598,2020-04-13
"Maine","US","2020-04-13 23:07:54",44.6939,-69.3819,698,19,273,679,23,59.4545513396013,12306,124,2.72206303724928,84000023,"USA",1048.20588651165,17.7650429799427,2020-04-13
"Maryland","US","2020-04-13 23:07:54",39.0639,-76.8021,8936,262,603,8674,24,150.35329490934,51751,1975,2.9319606087735,84000024,"USA",870.740081116074,22.1016114592659,2020-04-13
"Massachusetts","US","2020-04-13 23:07:54",42.2302,-71.5301,26867,844,NA,26023,25,391.431999780879,122049,2340,3.14140023076637,84000025,"USA",1778.16221168186,8.70956936018164,2020-04-13
"Michigan","US","2020-04-13 23:07:54",43.3266,-84.5361,25635,1602,447,24033,26,321.754319772961,82644,3986,6.24926857811586,84000026,"USA",1037.29526051557,15.5490540276965,2020-04-13
"Minnesota","US","2020-04-13 23:07:54",45.6945,-93.9002,1621,70,842,1551,27,32.7710036660665,38427,361,4.31832202344232,84000027,"USA",776.860800663749,22.2702035780382,2020-04-13
"Mississippi","US","2020-04-13 23:07:54",32.7416,-89.6787,2942,98,NA,2844,28,101.61625804865,30984,549,3.33106730115568,84000028,"USA",1070.18291617246,18.6607749830048,2020-04-13
"Missouri","US","2020-04-13 23:07:54",38.4561,-92.2884,4515,123,NA,4392,29,77.0549347925814,45428,988,2.72425249169435,84000029,"USA",775.293815671625,21.8826135105205,2020-04-13
"Montana","US","2020-04-13 23:07:54",46.9219,-110.4544,394,7,171,387,30,45.4972187804205,9098,47,1.77664974619289,84000030,"USA",1050.59313823418,11.9289340101523,2020-04-13
"Nebraska","US","2020-04-13 23:07:54",41.1254,-98.2681,814,17,NA,797,31,53.3675305125905,10972,NA,2.08845208845209,84000031,"USA",719.347106614427,NA,2020-04-13
"Nevada","US","2020-04-13 23:07:54",38.3135,-117.0554,2990,114,NA,2876,32,99.1150254732245,25464,NA,3.81270903010033,84000032,"USA",844.102009582003,NA,2020-04-13
"New Hampshire","US","2020-04-13 23:07:54",43.4525,-71.5639,985,23,239,962,33,74.1634215463939,11207,152,2.33502538071066,84000033,"USA",843.806563726332,15.4314720812183,2020-04-13
"New Jersey","US","2020-04-13 23:07:54",40.2989,-74.521,64584,2443,NA,62141,34,727.117974283369,129469,7781,3.78267063049672,84000034,"USA",1457.62475245407,12.0478756348322,2020-04-13
"New Mexico","US","2020-04-13 23:07:54",34.8405,-106.2485,1262,26,295,1236,35,75.6806611923122,30515,80,2.06022187004754,84000035,"USA",1829.9487926176,6.3391442155309,2020-04-13
"New York","US","2020-04-13 23:07:54",42.1657,-74.9481,195749,10058,23887,185691,36,1160.95551723576,478357,42712,5.13821271117605,84000036,"USA",2837.057652189,21.8197794113891,2020-04-13
"North Carolina","US","2020-04-13 23:07:54",35.6301,-79.8064,4886,94,NA,4792,37,49.2645854076604,63388,313,1.92386410151453,84000037,"USA",639.128845644858,6.40605812525583,2020-04-13
"North Dakota","US","2020-04-13 23:07:54",47.5289,-99.784,331,8,127,323,38,54.5828125154596,10781,40,2.41691842900302,84000038,"USA",1777.81662153828,12.0845921450151,2020-04-13
"Northern Mariana Islands","US","2020-04-13 23:07:54",15.0979,145.6739,11,2,NA,9,69,19.9477731031481,38,NA,18.1818181818182,580,"MNP",68.9104889017844,NA,2020-04-13
"Ohio","US","2020-04-13 23:07:54",40.3888,-82.7649,6975,274,NA,6701,39,62.4224753129178,65112,2033,3.92831541218638,84000039,"USA",582.717163093148,29.1469534050179,2020-04-13
"Oklahoma","US","2020-04-13 23:07:54",35.5653,-96.9289,2069,99,865,1970,40,56.5666220294321,22859,457,4.78492025132914,84000040,"USA",624.966850155046,22.08796520058,2020-04-13
"Oregon","US","2020-04-13 23:07:54",44.572,-122.0709,1584,53,NA,1531,41,39.5300910340064,31121,369,3.3459595959596,84000041,"USA",776.651491836687,23.2954545454545,2020-04-13
"Pennsylvania","US","2020-04-13 23:07:54",40.5908,-77.2098,24292,589,NA,23703,42,192.985150264584,129792,2243,2.42466655689116,84000042,"USA",1031.11841853865,9.23349250782151,2020-04-13
"Puerto Rico","US","2020-04-13 23:07:54",18.2208,-66.5901,903,45,NA,858,72,30.7833073339951,6863,NA,4.98338870431894,630,"PRI",233.959953746632,NA,2020-04-13
"Rhode Island","US","2020-04-13 23:07:54",41.6809,-71.5118,2665,63,135,2602,44,251.566746368802,20661,331,2.36397748592871,84000044,"USA",1950.32665918417,12.4202626641651,2020-04-13
"South Carolina","US","2020-04-13 23:07:54",33.8569,-80.945,3391,82,NA,3309,45,67.2820797722211,31425,496,2.41816573282218,84000045,"USA",623.514997594234,14.6269537009732,2020-04-13
"South Dakota","US","2020-04-13 23:07:54",44.2998,-99.4388,868,6,207,862,46,117.952090795932,9002,44,0.691244239631336,84000046,"USA",1223.27732873846,5.06912442396313,2020-04-13
"Tennessee","US","2020-04-13 23:07:54",35.7478,-86.6923,5610,109,1671,5501,47,85.4540848804305,76195,579,1.94295900178253,84000047,"USA",1160.63707619686,10.3208556149733,2020-04-13
"Texas","US","2020-04-13 23:07:54",31.0545,-97.5635,14275,305,2269,13970,48,62.1069073279233,133226,1176,2.13660245183888,84000048,"USA",579.632562919083,8.23817863397548,2020-04-13
"Utah","US","2020-04-13 23:07:54",40.15,-111.8624,2363,13,218,2350,49,82.4528016156981,45787,201,0.550148116800677,84000049,"USA",1597.65824273295,8.50613626745662,2020-04-13
"Vermont","US","2020-04-13 23:07:54",44.0459,-72.7107,748,28,15,720,50,122.504262263938,10366,33,3.74331550802139,84000050,"USA",1697.69944201601,4.41176470588235,2020-04-13
"Virgin Islands","US","2020-04-13 23:07:54",18.3358,-64.8963,51,1,43,50,78,47.5444680613044,373,NA,1.96078431372549,850,"VIR",347.727187977775,NA,2020-04-13
"Virginia","US","2020-04-13 23:07:54",37.7693,-78.17,5747,149,NA,5598,51,72.6803191509542,41401,1238,2.59265703845485,84000051,"USA",523.584112261816,21.5416739168262,2020-04-13
"Washington","US","2020-04-13 23:07:54",47.4009,-121.4905,10635,513,NA,10122,53,140.87206630776,93802,527,4.82369534555712,84000053,"USA",1242.50884473911,4.9553361542078,2020-04-13
"West Virginia","US","2020-04-13 23:07:54",38.4912,-80.9545,611,8,85,603,54,46.1829874270407,16655,164,1.30932896890344,84000054,"USA",1258.88323338357,26.8412438625205,2020-04-13
"Wisconsin","US","2020-04-13 23:07:54",44.2685,-89.6165,3428,154,NA,3274,55,66.247037677133,40197,993,4.49241540256709,84000055,"USA",776.818020276463,28.9673278879813,2020-04-13
"Wyoming","US","2020-04-13 23:07:54",42.756,-107.3025,275,1,138,274,56,55.3052851741614,5964,41,0.363636363636364,84000056,"USA",1199.42080283163,14.9090909090909,2020-04-13
"Recovered","US","",NA,NA,0,0,43482,-43482,NA,NA,NA,NA,NA,84070001,"USA",NA,NA,2020-04-13
"Alabama","US","2020-04-14 23:33:31",32.3182,-86.9023,3953,114,NA,3839,1,84.30554137,33117,493,2.883885656,84000001,"USA",706.2855081,12.4715406,2020-04-14
"Alaska","US","2020-04-14 23:33:31",61.3707,-152.4044,285,9,98,276,2,47.67887525,8348,32,3.157894737,84000002,"USA",1396.572809,11.22807018,2020-04-14
"American Samoa","US","",-14.271,-170.132,0,0,NA,NA,60,0,3,NA,NA,16,"ASM",5.391707554,NA,2020-04-14
"Arizona","US","2020-04-14 23:33:31",33.7298,-111.4312,3809,131,249,3678,4,52.33065113,44096,580,3.439222893,84000004,"USA",605.8210534,15.22709373,2020-04-14
"Arkansas","US","2020-04-14 23:33:31",34.9697,-92.3731,1498,32,427,1466,5,57.85957427,21131,130,2.136181575,84000005,"USA",816.1753431,8.67823765,2020-04-14
"California","US","2020-04-14 23:33:31",36.1162,-119.6816,25356,767,NA,24589,6,64.66945279,202208,5163,3.028868907,84000006,"USA",515.7233282,20.36204449,2020-04-14
"Colorado","US","2020-04-14 23:33:31",39.0598,-105.3111,7950,327,NA,7623,8,140.290495,38742,1493,4.11320755,84000008,"USA",683.6646983,18.7798742,2020-04-14
"Connecticut","US","2020-04-14 23:33:31",41.5978,-72.7554,13989,671,NA,13318,9,392.3667295,45841,1779,4.79662592,84000009,"USA",1285.759043,12.71713489,2020-04-14
"Delaware","US","2020-04-14 23:33:31",39.3185,-75.5071,1926,43,277,1883,10,197.7891974,12304,204,2.232606438,84000010,"USA",1263.550511,10.59190031,2020-04-14
"Diamond Princess","US","2020-04-14 23:33:31",NA,NA,49,0,0,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA,2020-04-14
"District of Columbia","US","2020-04-14 23:33:31",38.8974,-77.0268,2058,67,518,1991,11,291.6050891,11518,295,3.255587949,84000011,"USA",1632.024983,14.33430515,2020-04-14
"Florida","US","2020-04-14 23:33:31",27.7663,-81.6868,21628,571,NA,21057,12,101.8622019,203180,3060,2.640096172,84000012,"USA",956.9244585,14.14832624,2020-04-14
"Georgia","US","2020-04-14 23:33:31",33.0406,-83.6431,14578,525,NA,14053,13,143.7758651,61795,2769,3.601317053,84000013,"USA",609.4546291,18.99437509,2020-04-14
"Grand Princess","US","2020-04-14 23:33:31",NA,NA,103,0,0,103,99999,NA,NA,NA,0,84099999,"USA",NA,NA,2020-04-14
"Guam","US","2020-04-14 23:33:31",13.4443,144.7937,133,5,66,128,66,80.98447899,946,13,3.759398496,316,"GUM",576.0249408,9.77443609,2020-04-14
"Hawaii","US","2020-04-14 23:33:31",21.0943,-157.4983,511,9,315,502,15,36.09302536,19420,44,1.761252446,84000015,"USA",1371.676228,8.610567515,2020-04-14
"Idaho","US","2020-04-14 23:33:31",44.2405,-114.4788,1464,33,NA,1431,16,90.90361547,15114,135,2.254098361,84000016,"USA",938.468063,9.221311475,2020-04-14
"Illinois","US","2020-04-14 23:33:31",40.3495,-88.9861,23248,868,NA,22380,17,198.0972,110616,4283,3.733654508,84000017,"USA",942.5636562,18.42309016,2020-04-14
"Indiana","US","2020-04-14 23:33:31",39.8494,-86.2583,8527,387,NA,8140,18,130.3026867,46017,NA,4.538524686,84000018,"USA",703.19441,NA,2020-04-14
"Iowa","US","2020-04-14 23:33:31",42.0115,-93.2105,1899,49,741,1850,19,72.46119663,18885,163,2.580305424,84000019,"USA",720.605423,8.583464982,2020-04-14
"Kansas","US","2020-04-14 23:33:31",38.5266,-96.7265,1441,69,NA,1372,20,59.09399595,14147,327,4.78834143,84000020,"USA",580.1545876,22.6925746,2020-04-14
"Kentucky","US","2020-04-14 23:33:31",37.6681,-84.6701,2048,106,629,1942,21,59.82526233,26683,673,5.17578125,84000021,"USA",779.4518919,32.86132813,2020-04-14
"Louisiana","US","2020-04-14 23:33:31",31.1695,-91.8678,21518,1013,NA,20505,22,468.0607996,118422,1977,4.707686588,84000022,"USA",2575.922298,9.187656845,2020-04-14
"Maine","US","2020-04-14 23:33:31",44.6939,-69.3819,735,20,292,715,23,62.60615363,12342,124,2.721088435,84000023,"USA",1051.27231,16.8707483,2020-04-14
"Maryland","US","2020-04-14 23:33:31",39.0639,-76.8021,9472,302,607,9170,24,159.371801,53733,2122,3.18834459,84000024,"USA",904.0883612,22.4028716,2020-04-14
"Massachusetts","US","2020-04-14 23:33:31",42.2302,-71.5301,28164,844,NA,27320,25,410.3283151,126551,2340,2.996733419,84000025,"USA",1843.752968,8.308478909,2020-04-14
"Michigan","US","2020-04-14 23:33:31",43.3266,-84.5361,27001,1768,452,25233,26,338.8994885,86226,3910,6.547905633,84000026,"USA",1082.254261,14.48094515,2020-04-14
"Minnesota","US","2020-04-14 23:33:31",45.6945,-93.9002,1695,79,909,1616,27,34.26702728,39241,405,4.660766962,84000027,"USA",793.3170604,23.89380531,2020-04-14
"Mississippi","US","2020-04-14 23:33:31",32.7416,-89.6787,3087,111,NA,2976,28,106.6245373,37878,596,3.595724004,84000028,"USA",1308.300687,19.30677033,2020-04-14
"Missouri","US","2020-04-14 23:33:31",38.4561,-92.2884,4746,149,NA,4597,29,80.99728029,47978,1041,3.139485883,84000029,"USA",818.8132141,21.93426043,2020-04-14
"Montana","US","2020-04-14 23:33:31",46.9219,-110.4544,399,7,197,392,30,46.07459465,9234,50,1.754385965,84000030,"USA",1066.297762,12.53132832,2020-04-14
"Nebraska","US","2020-04-14 23:33:31",41.1254,-98.2681,897,20,NA,877,31,58.80918289,11357,NA,2.229654404,84000031,"USA",744.5885062,NA,2020-04-14
"Nevada","US","2020-04-14 23:33:31",38.3135,-117.0554,3134,126,NA,3008,32,103.8884581,26661,NA,4.020421187,84000032,"USA",883.7811686,NA,2020-04-14
"New Hampshire","US","2020-04-14 23:33:31",43.4525,-71.5639,922,25,249,897,33,69.41997428,11610,152,2.711496746,84000033,"USA",874.1495677,16.48590022,2020-04-14
"New Jersey","US","2020-04-14 23:33:31",40.2989,-74.521,68824,2805,NA,66019,34,774.8539493,139774,8185,4.075613158,84000034,"USA",1573.643437,11.89265373,2020-04-14
"New Mexico","US","2020-04-14 23:33:31",34.8405,-106.2485,1345,31,304,1314,35,80.65807393,31970,181,2.304832714,84000035,"USA",1917.203438,13.45724907,2020-04-14
"New York","US","2020-04-14 23:33:31",42.1657,-74.9481,203020,10842,23887,192178,36,1204.078637,499143,46201,5.340360556,84000036,"USA",2960.336041,22.75687124,2020-04-14
