"Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","rpt_dt"
"Hawaii","US","2020-06-09 03:33:19",21.0943,-157.4983,676,17,617,42,15,47.7444288749265,55147,84,2.51479289940828,84000015,"USA",3894.91422953487,12.4260355029586,2020-06-08
"Idaho","US","2020-06-09 03:33:19",44.2405,-114.4788,3189,83,2461,645,16,178.449021160394,56041,260,2.60269677014738,84000016,"USA",3135.92398709616,8.1530260269677,2020-06-08
"Illinois","US","2020-06-09 03:33:19",40.3495,-88.9861,128415,5924,NA,122491,17,1013.39026174691,1059597,NA,4.61316824358525,84000017,"USA",8361.83686622467,NA,2020-06-08
"Indiana","US","2020-06-09 03:33:19",39.8494,-86.2583,37623,2316,25608,9699,18,558.849912636532,309503,6179,6.15580894665497,84000018,"USA",4597.34004493912,16.4234643701991,2020-06-08
"Iowa","US","2020-06-09 03:33:19",42.0115,-93.2105,22007,617,13028,8362,19,697.512258048157,193622,NA,2.8036533830145,84000019,"USA",6136.85274811652,NA,2020-06-08
"Kansas","US","2020-06-09 03:33:19",38.5266,-96.7265,10544,236,625,9683,20,361.924598584293,119509,936,2.23823975720789,84000020,"USA",4102.16681071797,8.87708649468892,2020-06-08
"Kentucky","US","2020-06-09 03:33:19",37.6681,-84.6701,11476,472,3359,7645,21,256.867501269677,252857,2368,4.11293133495992,84000021,"USA",5659.70248941675,20.6343673753921,2020-06-08
"Louisiana","US","2020-06-09 03:33:19",31.1695,-91.8678,43050,2944,33904,6202,22,926.046626286301,442602,NA,6.83855981416957,84000022,"USA",9520.79184407827,NA,2020-06-08
"Maine","US","2020-06-09 03:33:19",44.6939,-69.3819,2588,99,1891,598,23,192.529154627395,61645,301,3.82534775888717,84000023,"USA",4585.95816731289,11.6306027820711,2020-06-08
"Maryland","US","2020-06-09 03:33:19",39.0639,-76.8021,58404,2776,4240,51388,24,966.0451760596,371503,9629,4.75309910280118,84000024,"USA",6144.93324158738,16.4868844599685,2020-06-08
"Massachusetts","US","2020-06-09 03:33:19",42.2302,-71.5301,103626,7353,NA,96273,25,1503.45962852682,657269,10425,7.0957095709571,84000025,"USA",9535.99875110682,10.0602165479706,2020-06-08
"Michigan","US","2020-06-09 03:33:19",43.3266,-84.5361,64944,5916,42041,16987,26,644.977694183465,721035,NA,9.15187927902753,84000026,"USA",7219.83903444297,NA,2020-06-08
"Minnesota","US","2020-06-09 03:33:19",45.6945,-93.9002,28224,1208,23657,3359,27,500.458185924188,354226,3401,4.28004535147392,84000027,"USA",6281.01266181907,12.0500283446712,2020-06-08
"Mississippi","US","2020-06-09 03:33:19",32.7416,-89.6787,17768,837,13356,3575,28,597.01311997484,208212,2535,4.71071589374156,84000028,"USA",6996.02069654443,14.2672219720846,2020-06-08
"Missouri","US","2020-06-09 03:33:19",38.4561,-92.2884,15158,823,NA,14335,29,246.976420741718,241461,NA,5.42947618419316,84000029,"USA",3934.23759920279,NA,2020-06-08
"Montana","US","2020-06-09 03:33:19",46.9219,-110.4544,548,18,475,55,30,51.2735104951636,51592,69,3.28467153284672,84000030,"USA",4827.19517055927,12.5912408759124,2020-06-08
"Nebraska","US","2020-06-09 03:33:19",41.1254,-98.2681,15786,188,8455,7143,31,816.063622565664,121407,935,1.19092867097428,84000031,"USA",6276.18372132456,5.92296972000507,2020-06-08
"Nevada","US","2020-06-09 03:33:19",38.3135,-117.0554,9816,442,522,8852,32,318.685157505009,180003,NA,4.50285248573757,84000032,"USA",5843.9572541131,NA,2020-06-08
"New Hampshire","US","2020-06-09 03:33:19",43.4525,-71.5639,5079,286,3392,1401,33,373.535258595393,85552,489,5.63102973026186,84000033,"USA",6291.92526941387,9.62787950383934,2020-06-08
"New Jersey","US","2020-06-09 03:33:19",40.2989,-74.521,164497,12214,27941,124342,34,1851.98695366796,975089,18050,7.42505942357611,84000034,"USA",10978.0245637619,10.9728444895652,2020-06-08
"New Mexico","US","2020-06-09 03:33:19",34.8405,-106.2485,9062,400,3307,5355,35,432.176395881591,234375,1533,4.41403663650408,84000035,"USA",11177.5924503143,16.9167954094019,2020-06-08
"New York","US","2020-06-09 03:33:19",42.1657,-74.9481,378799,30417,67687,280695,36,1947.19619713841,2555896,89995,8.02985224353813,84000036,"USA",13138.4480198767,23.7579824656348,2020-06-08
"North Carolina","US","2020-06-09 03:33:19",35.6301,-79.8064,36517,1041,23653,11823,37,348.176082495144,520113,NA,2.85072705863023,84000037,"USA",4959.08499588676,NA,2020-06-08
"North Dakota","US","2020-06-09 03:33:19",47.5289,-99.784,2880,72,2336,472,38,377.92200634594,80180,184,2.5,84000038,"USA",10521.4536350061,6.38888888888889,2020-06-08
"Northern Mariana Islands","US","2020-06-09 03:33:19",15.0979,145.6739,28,2,19,7,69,50.7761497171043,7242,NA,7.14285714285714,580,"MNP",13132.8884375453,NA,2020-06-08
"Ohio","US","2020-06-09 03:33:19",40.3888,-82.7649,38837,2406,NA,36431,39,332.249702714495,476818,6550,6.19512320725082,84000039,"USA",4079.16777168473,16.8653603522414,2020-06-08
"Oklahoma","US","2020-06-09 03:33:19",35.5653,-96.9289,7205,348,6014,843,40,182.083720098024,221803,1039,4.82997918112422,84000040,"USA",5605.37340303985,14.4205412907703,2020-06-08
"Oregon","US","2020-06-09 03:33:19",44.572,-122.0709,4922,164,2237,2521,41,116.697650896678,149879,843,3.33197887037789,84000041,"USA",3553.54067833058,17.1271840715156,2020-06-08
"Pennsylvania","US","2020-06-09 03:33:19",40.5908,-77.2098,80339,5953,53670,20716,42,627.550921970016,527950,NA,7.40985075741545,84000042,"USA",4123.9685489497,NA,2020-06-08
"Puerto Rico","US","2020-06-09 03:33:19",18.2208,-66.5901,5046,142,NA,4904,72,172.018348623853,5046,NA,2.81411018628617,630,"PRI",172.018348623853,NA,2020-06-08
"Rhode Island","US","2020-06-09 03:33:19",41.6809,-71.5118,15642,799,1390,13453,44,1476.5504865669,179169,1807,5.1080424498146,84000044,"USA",16912.9314747286,11.5522311724843,2020-06-08
"South Carolina","US","2020-06-09 03:33:19",33.8569,-80.945,14800,557,7347,6896,45,287.45041965819,244661,1814,3.76351351351351,84000045,"USA",4751.88561648598,12.2567567567568,2020-06-08
"South Dakota","US","2020-06-09 03:33:19",44.2998,-99.4388,5471,65,4403,1003,46,618.430378258741,57819,482,1.1880826174374,84000046,"USA",6535.73862923454,8.81008956315116,2020-06-08
"Tennessee","US","2020-06-09 03:33:19",35.7478,-86.6923,27005,421,17563,9021,47,395.435816981673,512763,1948,1.55897056100722,84000047,"USA",7508.41902695699,7.21347898537308,2020-06-08
"Texas","US","2020-06-09 03:33:19",31.0545,-97.5635,76463,1848,49758,24857,48,263.702972156631,1100446,NA,2.41685521101709,84000048,"USA",3795.1804257991,NA,2020-06-08
"Utah","US","2020-06-09 03:33:19",40.15,-111.8624,12322,124,7255,4943,49,384.346894126498,242899,918,1.00633014121084,84000049,"USA",7576.48727774974,7.4500892712222,2020-06-08
"Vermont","US","2020-06-09 03:33:19",44.0459,-72.7107,1075,55,895,125,50,172.278677989516,42798,NA,5.11627906976744,84000050,"USA",6858.77475404214,NA,2020-06-08
"Virgin Islands","US","2020-06-09 03:33:19",18.3358,-64.8963,71,6,62,3,78,66.18935749711,2199,NA,8.45070422535211,850,"VIR",2050.00559346683,NA,2020-06-08
"Virginia","US","2020-06-09 03:33:19",37.7693,-78.17,51251,1477,6557,43217,51,600.443862874654,383592,7730,2.88189498741488,84000051,"USA",4494.06767180765,15.0826325339993,2020-06-08
"Washington","US","2020-06-09 03:33:19",47.4009,-121.4905,24041,1161,NA,22880,53,315.710279842409,405056,3669,4.82925003119671,84000053,"USA",5319.26055953774,15.2614283931617,2020-06-08
"West Virginia","US","2020-06-09 03:33:19",38.4912,-80.9545,2161,84,1468,609,54,120.581626395603,113605,NA,3.8870893105044,84000054,"USA",6339.04473237965,NA,2020-06-08
"Wisconsin","US","2020-06-09 03:33:19",44.2685,-89.6165,21038,646,14242,6150,55,361.326551747946,354291,2860,3.07063409069303,84000055,"USA",6084.929429857,13.5944481414583,2020-06-08
"Wyoming","US","2020-06-09 03:33:19",42.756,-107.3025,960,17,773,170,56,165.872150584267,29974,91,1.77083333333333,84000056,"USA",5179.01233501336,9.47916666666667,2020-06-08
"Alabama","US","2020-06-10 04:07:14",32.3182,-86.9023,21422,729,11395,9298,1,436.899688671751,267739,2087,3.40304360003734,84000001,"USA",5460.51189176015,9.74232097843339,2020-06-09
"Alaska","US","2020-06-10 04:07:14",61.3707,-152.4044,572,11,389,172,2,78.1906786322099,66890,NA,1.92307692307692,84000002,"USA",9143.66170228762,NA,2020-06-09
"American Samoa","US","2020-06-10 04:07:14",-14.271,-170.132,0,0,NA,0,60,0,174,NA,NA,16,"ASM",312.719038119372,NA,2020-06-09
"Arizona","US","2020-06-10 04:07:14",33.7298,-111.4312,28296,1076,5764,21456,4,388.749830498974,293213,3406,3.80265761945151,84000004,"USA",4028.36104220016,12.037037037037,2020-06-09
"Arkansas","US","2020-06-10 04:07:14",34.9697,-92.3731,10080,161,6875,3044,5,334.01771619363,165781,865,1.59722222222222,84000005,"USA",5493.43164764842,8.58134920634921,2020-06-09
"California","US","2020-06-10 04:07:14",36.1162,-119.6816,136641,4745,NA,131896,6,345.819570819895,2486245,NA,3.47260339136862,84000006,"USA",6292.34401719184,NA,2020-06-09
"Colorado","US","2020-06-10 04:07:14",39.0598,-105.3111,28333,1553,4112,22668,8,492.000327849723,221887,4859,5.48124095577595,84000008,"USA",3853.05039161372,17.149613524865,2020-06-09
"Connecticut","US","2020-06-10 04:07:14",41.5978,-72.7554,44179,4097,7284,32798,9,1239.14287966158,312651,9669,9.27363679576269,84000009,"USA",8769.30805290009,21.8859639195093,2020-06-09
"Delaware","US","2020-06-10 04:07:14",39.3185,-75.5071,10020,410,5888,3722,10,1028.99675896829,70753,NA,4.09181636726547,84000010,"USA",7265.92891090654,NA,2020-06-09
"Diamond Princess","US","2020-06-10 04:07:14",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA,2020-06-09
"District of Columbia","US","2020-06-10 04:07:14",38.8974,-77.0268,9474,495,1143,7836,11,1342.40360241389,57152,NA,5.2248258391387,84000011,"USA",8098.06319243811,NA,2020-06-09
"Florida","US","2020-06-10 04:07:14",27.7663,-81.6868,66000,2765,NA,63235,12,307.294944527908,1258305,11460,4.18939393939394,84000012,"USA",5858.64795718469,17.3636363636364,2020-06-09
"Georgia","US","2020-06-10 04:07:14",33.0406,-83.6431,53249,2285,NA,50964,13,501.52471084556,557183,8872,4.29116039737835,84000013,"USA",5247.81766724374,16.6613457529719,2020-06-09
"Grand Princess","US","2020-06-10 04:07:14",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA,2020-06-09
"Guam","US","2020-06-10 04:07:14",13.4443,144.7937,180,5,163,12,66,109.603054271779,7976,NA,2.77777777777778,316,"GUM",4856.63311595394,NA,2020-06-09
"Hawaii","US","2020-06-10 04:07:14",21.0943,-157.4983,682,17,618,47,15,48.1681959951182,55474,84,2.49266862170088,84000015,"USA",3918.00953758532,12.316715542522,2020-06-09
"Idaho","US","2020-06-10 04:07:14",44.2405,-114.4788,3221,85,2509,627,16,180.239666716096,57677,260,2.63893200869295,84000016,"USA",3227.47074113141,8.07202732070786,2020-06-09
"Illinois","US","2020-06-10 04:07:14",40.3495,-88.9861,129212,6018,NA,123194,17,1019.67980766142,1079906,NA,4.65746215521778,84000017,"USA",8522.10585992337,NA,2020-06-09
"Indiana","US","2020-06-10 04:07:14",39.8494,-86.2583,38033,2339,26205,9489,18,564.940029431603,315390,6225,6.14992243577945,84000018,"USA",4684.78520975031,16.3673651828675,2020-06-09
"Iowa","US","2020-06-10 04:07:14",42.0115,-93.2105,22237,626,13411,8200,19,704.80211215599,197723,NA,2.81512793991995,84000019,"USA",6266.83401636097,NA,2020-06-09
"Kansas","US","2020-06-10 04:07:14",38.5266,-96.7265,10609,237,625,9747,20,364.155734671923,119509,936,2.233952304647,84000020,"USA",4102.16681071797,8.82269770949194,2020-06-09
"Kentucky","US","2020-06-10 04:07:14",37.6681,-84.6701,11707,477,3365,7865,21,262.037978159995,259938,2386,4.07448535064491,84000021,"USA",5818.19663166933,20.3809686512343,2020-06-09
"Louisiana","US","2020-06-10 04:07:14",31.1695,-91.8678,43612,2957,33904,6751,22,938.135783173012,453668,NA,6.78024396954967,84000022,"USA",9758.83207558778,NA,2020-06-09
"Maine","US","2020-06-10 04:07:14",44.6939,-69.3819,2606,100,1992,514,23,193.868229118621,62420,302,3.83729854182655,84000023,"USA",4643.61276346291,11.5886415963162,2020-06-09
"Maryland","US","2020-06-10 04:07:14",39.0639,-76.8021,58904,2811,4279,51814,24,974.315544322558,378082,9676,4.77217166915659,84000024,"USA",6253.75474719138,16.4267282357735,2020-06-09
"Massachusetts","US","2020-06-10 04:07:14",42.2302,-71.5301,103889,7408,NA,96481,25,1507.27536861428,661992,10507,7.13068756076197,84000025,"USA",9604.52247898913,10.1136790228032,2020-06-09
"Michigan","US","2020-06-10 04:07:14",43.3266,-84.5361,64998,5948,42041,17009,26,650.835392956963,737151,NA,9.14335825717714,84000026,"USA",7381.21112578262,NA,2020-06-09
"Minnesota","US","2020-06-10 04:07:14",45.6945,-93.9002,28523,1228,24221,3074,27,505.759950294629,360991,3441,4.30529747922729,84000027,"USA",6400.96729715698,12.0639483925253,2020-06-09
"Mississippi","US","2020-06-10 04:07:14",32.7416,-89.6787,18123,847,13356,3920,28,608.941286205765,208212,2535,4.67361915797605,84000028,"USA",6996.02069654443,13.9877503724549,2020-06-09
"Missouri","US","2020-06-10 04:07:14",38.4561,-92.2884,15352,845,NA,14507,29,250.13735395348,245695,NA,5.50416883793643,84000029,"USA",4003.224151876,NA,2020-06-09
"Montana","US","2020-06-10 04:07:14",46.9219,-110.4544,554,18,485,51,30,51.8348992962056,53184,72,3.24909747292419,84000030,"USA",4976.15033243574,12.9963898916968,2020-06-09
"Nebraska","US","2020-06-10 04:07:14",41.1254,-98.2681,15918,189,8637,7092,31,822.887415684799,122692,967,1.18733509234829,84000031,"USA",6342.61231343129,6.07488377936927,2020-06-09
"Nevada","US","2020-06-10 04:07:14",38.3135,-117.0554,10045,446,557,9042,32,326.119845877936,183589,NA,4.44001991040319,84000032,"USA",5960.3799288088,NA,2020-06-09
"New Hampshire","US","2020-06-10 04:07:14",43.4525,-71.5639,5079,286,3392,1401,33,373.535258595393,87123,492,5.63102973026186,84000033,"USA",6407.46452738854,9.68694624926167,2020-06-09
"New Jersey","US","2020-06-10 04:07:14",40.2989,-74.521,164796,12303,28036,124457,34,1855.35324058594,989497,18069,7.46559382509284,84000034,"USA",11140.2368109667,10.9644651569213,2020-06-09
"New Mexico","US","2020-06-10 04:07:14",34.8405,-106.2485,9105,404,3380,5321,35,434.227111509808,238801,1558,4.43712246018671,84000035,"USA",11388.6730868373,17.111477210324,2020-06-09
"New York","US","2020-06-10 04:07:14",42.1657,-74.9481,379482,30458,67808,281216,36,1950.70712246462,2605869,89995,8.0262041414349,84000036,"USA",13395.3315796527,23.7152223293858,2020-06-09
"North Carolina","US","2020-06-10 04:07:14",35.6301,-79.8064,37227,1068,23653,12506,37,354.945669771524,535711,NA,2.86888548634056,84000037,"USA",5107.80615410784,NA,2020-06-09
"North Dakota","US","2020-06-10 04:07:14",47.5289,-99.784,2901,72,2450,379,38,380.677687642213,80666,189,2.48190279214064,84000038,"USA",10585.227973577,6.51499482936918,2020-06-09
"Northern Mariana Islands","US","2020-06-10 04:07:14",15.0979,145.6739,30,2,19,9,69,54.4030175540403,7523,NA,6.66666666666667,580,"MNP",13642.4633686348,NA,2020-06-09
"Ohio","US","2020-06-10 04:07:14",40.3888,-82.7649,39162,2423,NA,36739,39,335.030070749673,490390,6620,6.18712016750932,84000039,"USA",4195.27594083377,16.9041417700832,2020-06-09
"Oklahoma","US","2020-06-10 04:07:14",35.5653,-96.9289,7363,354,6073,936,40,186.07667329379,234041,1061,4.80782289827516,84000040,"USA",5914.65037272196,14.4098872742089,2020-06-09
"Oregon","US","2020-06-10 04:07:14",44.572,-122.0709,4988,169,2313,2506,41,118.262471083427,153617,851,3.38813151563753,84000041,"USA",3642.16640345285,17.0609462710505,2020-06-09
"Pennsylvania","US","2020-06-10 04:07:14",40.5908,-77.2098,80870,6014,53670,21186,42,631.698714941874,536304,NA,7.43662668480277,84000042,"USA",4189.22403385911,NA,2020-06-09
"Puerto Rico","US","2020-06-10 04:07:14",18.2208,-66.5901,5185,142,NA,5043,72,176.756864370725,5185,NA,2.73866923818708,630,"PRI",176.756864370725,NA,2020-06-09
"Rhode Island","US","2020-06-10 04:07:14",41.6809,-71.5118,15691,808,1398,13485,44,1481.17591642509,180887,1815,5.14944872857052,84000044,"USA",17075.1047093484,11.5671403989548,2020-06-09
"South Carolina","US","2020-06-10 04:07:14",33.8569,-80.945,15228,568,7928,6732,45,295.763175037495,247982,1898,3.72997110585763,84000045,"USA",4816.3871599782,12.4638823220383,2020-06-09
"South Dakota","US","2020-06-10 04:07:14",44.2998,-99.4388,5523,68,4483,972,46,624.308349318777,59159,487,1.23121491942785,84000046,"USA",6687.20942193546,8.81767155531414,2020-06-09
"Tennessee","US","2020-06-10 04:07:14",35.7478,-86.6923,27575,435,18013,9127,47,403.782360795024,521197,1974,1.57751586582049,84000047,"USA",7631.91858927595,7.15865820489574,2020-06-09
"Texas","US","2020-06-10 04:07:14",31.0545,-97.5635,78208,1867,51140,25201,48,269.45206458807,1147355,NA,2.38960706514783,84000048,"USA",3956.95857628882,NA,2020-06-09
"Utah","US","2020-06-10 04:07:14",40.15,-111.8624,12559,127,7391,5041,49,391.739380241413,246860,931,1.01122700851979,84000049,"USA",7700.03849083488,7.41301059001513,2020-06-09
"Vermont","US","2020-06-10 04:07:14",44.0459,-72.7107,1084,55,901,128,50,173.721011107568,44228,NA,5.07380073800738,84000050,"USA",7087.94546057703,NA,2020-06-09
"Virgin Islands","US","2020-06-10 04:07:14",18.3358,-64.8963,71,6,63,2,78,66.18935749711,2208,NA,8.45070422535211,850,"VIR",2058.39579371294,NA,2020-06-09
"Virginia","US","2020-06-10 04:07:14",37.7693,-78.17,51738,1496,6677,43565,51,606.149432740997,390856,7846,2.8914917468785,84000051,"USA",4579.1708740851,15.1648691484016,2020-06-09
"Washington","US","2020-06-10 04:07:14",47.4009,-121.4905,24354,1176,NA,23178,53,319.820646199494,410290,3699,4.82877556048288,84000053,"USA",5387.99428961116,15.1884700665188,2020-06-09
"West Virginia","US","2020-06-10 04:07:14",38.4912,-80.9545,2169,84,1477,608,54,121.028018348941,114338,NA,3.87275242047026,84000054,"USA",6379.94539510431,NA,2020-06-09
"Wisconsin","US","2020-06-10 04:07:14",44.2685,-89.6165,21308,661,14583,6064,55,365.963787653067,368518,2904,3.10212126900695,84000055,"USA",6329.27741216131,13.628684062324,2020-06-09
"Wyoming","US","2020-06-10 04:07:14",42.756,-107.3025,970,17,789,164,56,167.599985486187,30336,91,1.75257731958763,84000056,"USA",5241.55995846285,9.38144329896907,2020-06-09
"Alabama","US","2020-06-11 03:33:54",32.3182,-86.9023,21989,744,13508,7737,1,448.463600700361,273057,2129,3.38350993678658,84000001,"USA",5568.97200493149,9.68211378416481,2020-06-10
"Alaska","US","2020-06-11 03:33:54",61.3707,-152.4044,592,11,392,189,2,80.9246184445249,67720,NA,1.85810810810811,84000002,"USA",9257.1202044987,NA,2020-06-10
"American Samoa","US","2020-06-11 03:33:54",-14.271,-170.132,0,0,NA,0,60,0,174,NA,NA,16,"ASM",312.719038119372,NA,2020-06-10
"Arizona","US","2020-06-11 03:33:54",33.7298,-111.4312,29852,1101,5851,22900,4,410.12722434462,299687,3476,3.68819509580598,84000004,"USA",4117.30528883044,11.6441109473402,2020-06-10
"Arkansas","US","2020-06-11 03:33:54",34.9697,-92.3731,10368,165,7116,3087,5,343.561079513448,176217,901,1.59143518518519,84000005,"USA",5839.24602127905,8.69020061728395,2020-06-10
"California","US","2020-06-11 03:33:54",36.1162,-119.6816,139715,4854,NA,134861,6,353.599441873974,2540798,NA,3.4742153669971,84000006,"USA",6430.41015434642,NA,2020-06-10
"Colorado","US","2020-06-11 03:33:54",39.0598,-105.3111,28484,1572,4130,22782,8,494.622431033477,226094,5025,5.51888779665777,84000008,"USA",3926.10461740215,17.6414829377896,2020-06-10
"Connecticut","US","2020-06-11 03:33:54",41.5978,-72.7554,44347,4120,7284,32943,9,1243.85498278259,316913,9669,9.29036913432701,84000009,"USA",8888.84962136288,21.8030531941281,2020-06-10
"Delaware","US","2020-06-11 03:33:54",39.3185,-75.5071,10056,413,5939,3704,10,1032.69375331189,71745,NA,4.10700079554495,84000010,"USA",7367.80164393015,NA,2020-06-10
"Diamond Princess","US","2020-06-11 03:33:54",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA,2020-06-10
"District of Columbia","US","2020-06-11 03:33:54",38.8974,-77.0268,9537,499,1143,7895,11,1351.33028881373,58192,NA,5.23225332913914,84000011,"USA",8245.42436475291,NA,2020-06-10
"Florida","US","2020-06-11 03:33:54",27.7663,-81.6868,67371,2801,NA,64570,12,313.678298602874,1279023,11621,4.15757521782369,84000012,"USA",5955.1106338624,17.2492615517062,2020-06-10
"Georgia","US","2020-06-11 03:33:54",33.0406,-83.6431,53980,2329,NA,51651,13,508.409620677258,570955,8974,4.31456094849944,84000013,"USA",5377.52899173368,16.624675805854,2020-06-10
"Grand Princess","US","2020-06-11 03:33:54",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA,2020-06-10
"Guam","US","2020-06-11 03:33:54",13.4443,144.7937,180,5,164,11,66,109.603054271779,8282,NA,2.77777777777778,316,"GUM",5042.95830821597,NA,2020-06-10
"Hawaii","US","2020-06-11 03:33:54",21.0943,-157.4983,685,17,621,47,15,48.380079555214,56173,84,2.48175182481752,84000015,"USA",3967.37840708765,12.2627737226277,2020-06-10
"Idaho","US","2020-06-11 03:33:54",44.2405,-114.4788,3260,85,2554,621,16,182.422015987107,59052,262,2.60736196319018,84000016,"USA",3304.41254235296,8.03680981595092,2020-06-10
"Illinois","US","2020-06-11 03:33:54",40.3495,-88.9861,129837,6095,NA,123742,17,1024.6120111703,1100726,NA,4.69434752805441,84000017,"USA",8686.40742321092,NA,2020-06-10
"Indiana","US","2020-06-11 03:33:54",39.8494,-86.2583,38337,2355,26791,9191,18,569.455628225998,320094,6261,6.14289068002191,84000018,"USA",4754.6581595162,16.3314813365678,2020-06-10
"Iowa","US","2020-06-11 03:33:54",42.0115,-93.2105,22626,631,13628,8367,19,717.131474103586,202829,NA,2.78882701317069,84000019,"USA",6428.66877755486,NA,2020-06-10
"Kansas","US","2020-06-11 03:33:54",38.5266,-96.7265,10750,240,657,9853,20,368.995583723553,123742,954,2.23255813953488,84000020,"USA",4247.4652577786,8.87441860465116,2020-06-10
"Kentucky","US","2020-06-11 03:33:54",37.6681,-84.6701,11883,484,3375,8024,21,265.977389124047,274414,2396,4.07304552722376,84000021,"USA",6142.21318346262,20.1632584364218,2020-06-10
"Louisiana","US","2020-06-11 03:33:54",31.1695,-91.8678,44030,2968,33904,7158,22,947.127362494445,460120,NA,6.74085850556439,84000022,"USA",9897.62075927649,NA,2020-06-10
"Maine","US","2020-06-11 03:33:54",44.6939,-69.3819,2637,100,2023,514,23,196.174412964622,63940,303,3.79218809252939,84000023,"USA",4756.69016494422,11.4903299203641,2020-06-10
"Maryland","US","2020-06-11 03:33:54",39.0639,-76.8021,59465,2844,4310,52311,24,983.594897513596,384642,9755,4.78264525351047,84000024,"USA",6362.26197880139,16.4046077524594,2020-06-10
"Massachusetts","US","2020-06-11 03:33:54",42.2302,-71.5301,104156,7454,NA,96702,25,1511.1491427715,672090,10582,7.1565728330581,84000025,"USA",9751.02948812645,10.1597603594608,2020-06-10
"Michigan","US","2020-06-11 03:33:54",43.3266,-84.5361,65182,5955,42041,17186,26,652.677814451534,737335,NA,9.13595777975515,84000026,"USA",7383.05354727719,NA,2020-06-10
"Minnesota","US","2020-06-11 03:33:54",45.6945,-93.9002,28869,1267,24675,2927,27,511.895102375474,369795,3482,4.3887907443971,84000027,"USA",6557.07677380368,12.0613807198032,2020-06-10
"Mississippi","US","2020-06-11 03:33:54",32.7416,-89.6787,18483,868,13356,4259,28,621.03745477797,213885,2614,4.6962073256506,84000028,"USA",7186.63615296143,14.1427257479846,2020-06-10
"Missouri","US","2020-06-11 03:33:54",38.4561,-92.2884,15512,851,NA,14661,29,252.744309179676,251629,NA,5.48607529654461,84000029,"USA",4099.90960382753,NA,2020-06-10
"Montana","US","2020-06-11 03:33:54",46.9219,-110.4544,561,18,487,56,30,52.4898528974212,54616,74,3.20855614973262,84000030,"USA",5110.13512628441,13.1907308377897,2020-06-10
"Nebraska","US","2020-06-11 03:33:54",41.1254,-98.2681,16058,191,8820,7047,31,830.124772023275,125162,989,1.18943828621248,84000031,"USA",6470.29995740299,6.15892390085939,2020-06-10
"Nevada","US","2020-06-11 03:33:54",38.3135,-117.0554,10218,449,557,9212,32,331.736444517745,187323,NA,4.39420630260325,84000032,"USA",6081.60755494202,NA,2020-06-10
"New Hampshire","US","2020-06-11 03:33:54",43.4525,-71.5639,5178,301,3501,1376,33,380.816217563879,88647,496,5.81305523368096,84000033,"USA",6519.54716847918,9.57898802626497,2020-06-10
"New Jersey","US","2020-06-11 03:33:54",40.2989,-74.521,165346,12377,28207,124762,34,1861.54540715747,1008934,18223,7.48551522262407,84000034,"USA",11359.0679776046,11.0211314455747,2020-06-10
"New Mexico","US","2020-06-11 03:33:54",34.8405,-106.2485,9250,410,3699,5141,35,441.142315372403,241657,1583,4.43243243243243,84000035,"USA",11524.8787573999,17.1135135135135,2020-06-10
"New York","US","2020-06-11 03:33:54",42.1657,-74.9481,380156,30542,68019,281595,36,1954.17178376751,2668166,89995,8.03407022380286,84000036,"USA",13715.5660087117,23.6731762750029,2020-06-10
"North Carolina","US","2020-06-11 03:33:54",35.6301,-79.8064,38473,1090,23653,13730,37,366.825818710071,553650,NA,2.83315571959556,84000037,"USA",5278.84788108104,NA,2020-06-10
"North Dakota","US","2020-06-11 03:33:54",47.5289,-99.784,2941,73,2482,386,38,385.926604397018,81660,193,2.48214892893574,84000038,"USA",10715.6635549338,6.56239374362462,2020-06-10
"Northern Mariana Islands","US","2020-06-11 03:33:54",15.0979,145.6739,30,2,19,9,69,54.4030175540403,7523,NA,6.66666666666667,580,"MNP",13642.4633686348,NA,2020-06-10
"Ohio","US","2020-06-11 03:33:54",40.3888,-82.7649,39575,2459,NA,37116,39,338.563276898991,501884,6693,6.21351863550221,84000039,"USA",4293.6068645148,16.9121920404296,2020-06-10
"Oklahoma","US","2020-06-11 03:33:54",35.5653,-96.9289,7483,356,6166,961,40,189.109295974118,237297,1075,4.7574502204998,84000040,"USA",5996.93553478153,14.3658960310036,2020-06-10
"Oregon","US","2020-06-11 03:33:54",44.572,-122.0709,5060,169,2332,2559,41,119.96954765079,156758,857,3.3399209486166,84000041,"USA",3716.63761870406,16.9367588932806,2020-06-10
"Pennsylvania","US","2020-06-11 03:33:54",40.5908,-77.2098,81316,6062,54560,20694,42,635.182548586786,544430,NA,7.45486743076393,84000042,"USA",4252.69854551508,NA,2020-06-10
"Puerto Rico","US","2020-06-11 03:33:54",18.2208,-66.5901,5329,143,NA,5186,72,181.665830324319,5329,NA,2.68343028710828,630,"PRI",181.665830324319,NA,2020-06-10
